date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,Next_Day_AQI
2024-02-21,74.41666666666667,19.729166666666668,55.62916666666666,13.170833333333334,5.0249999999999995,289.875,105.625,23.416666666666668,69.625,0.0,68.125
2024-02-22,68.125,18.833333333333332,68.14583333333333,22.1375,8.058333333333334,372.375,84.75,23.229166666666668,40.375,0.0,92.0
2024-02-23,92.0,29.912499999999998,87.1875,36.74583333333333,14.75,636.75,86.20833333333333,20.9375,37.458333333333336,0.0,79.95833333333333
2024-02-24,79.95833333333333,19.2,64.53750000000001,17.829166666666666,10.091666666666667,338.875,98.125,22.3625,53.791666666666664,0.0,76.79166666666667
2024-02-25,76.79166666666667,23.245833333333334,53.19166666666666,26.483333333333334,13.5375,478.25,77.5,22.8125,39.958333333333336,0.0,77.16666666666667
2024-02-26,77.16666666666667,21.691666666666666,48.69166666666666,8.316666666666666,10.129166666666666,287.0833333333333,111.41666666666667,23.354166666666668,29.416666666666668,0.0,90.125
2024-02-27,90.125,34.833333333333336,69.875,8.8375,12.4375,334.625,106.66666666666667,21.4875,46.541666666666664,0.0,93.54166666666667
2024-02-28,93.54166666666667,27.3875,62.65833333333333,13.5875,13.658333333333333,386.0416666666667,110.58333333333333,23.0,41.208333333333336,0.0,88.91666666666667
2024-02-29,88.91666666666667,23.575,61.8375,16.979166666666668,13.058333333333332,401.9166666666667,106.66666666666667,24.02916666666667,42.5,0.0,81.45833333333333
2024-03-01,81.45833333333333,25.383333333333336,63.49166666666667,21.8,9.029166666666667,445.125,88.04166666666667,21.370833333333334,72.20833333333333,0.3083333333333333,74.875
2024-03-02,74.875,21.016666666666666,83.39583333333333,8.9125,6.895833333333333,240.25,81.08333333333333,17.570833333333333,50.208333333333336,0.0,83.29166666666667
2024-03-03,83.29166666666667,33.80416666666667,119.99166666666667,12.195833333333333,10.458333333333334,262.25,87.04166666666667,16.045833333333334,39.166666666666664,0.0,96.41666666666667
2024-03-04,96.41666666666667,29.391666666666666,79.825,21.758333333333336,15.629166666666668,421.375,83.75,17.4875,46.333333333333336,0.0,84.33333333333333
2024-03-05,84.33333333333333,22.325,46.4,21.358333333333334,14.366666666666667,403.8333333333333,84.41666666666667,19.962500000000002,28.875,0.0,86.83333333333333
2024-03-06,86.83333333333333,21.04583333333333,49.43333333333334,15.799999999999999,15.25,362.2083333333333,105.45833333333333,20.3875,36.75,0.0,81.45833333333333
2024-03-07,81.45833333333333,22.34583333333333,60.05833333333334,16.491666666666667,11.325000000000001,332.5833333333333,98.79166666666667,22.541666666666668,57.458333333333336,0.0,96.625
2024-03-08,96.625,28.258333333333336,56.229166666666664,24.429166666666664,16.325,487.5416666666667,97.79166666666667,22.829166666666666,48.541666666666664,0.0,100.125
2024-03-09,100.125,32.15833333333333,60.362500000000004,28.287499999999998,16.566666666666666,537.125,95.41666666666667,23.320833333333336,40.333333333333336,0.0,107.375
2024-03-10,107.375,43.98333333333333,90.8125,34.81666666666667,22.891666666666666,631.2916666666666,84.79166666666667,21.77916666666667,49.541666666666664,0.09166666666666667,96.08333333333333
2024-03-11,96.08333333333333,22.933333333333334,56.30416666666667,14.854166666666666,8.112499999999999,326.0833333333333,86.75,22.704166666666666,70.70833333333333,0.0,73.0
2024-03-12,73.0,18.375,38.69583333333333,15.820833333333333,8.345833333333333,302.5,75.5,23.104166666666668,81.79166666666667,0.0,66.54166666666667
2024-03-13,66.54166666666667,26.129166666666666,91.02083333333333,11.658333333333333,6.095833333333334,248.04166666666666,84.75,24.933333333333334,57.5,0.0,110.41666666666667
2024-03-14,110.41666666666667,42.975,130.55833333333334,19.516666666666666,13.508333333333333,358.6666666666667,91.08333333333333,23.633333333333336,29.916666666666668,0.0,98.33333333333333
2024-03-15,98.33333333333333,24.945833333333336,48.15,24.633333333333336,10.245833333333334,418.5416666666667,89.33333333333333,24.46666666666667,35.708333333333336,0.0,87.25
2024-03-16,87.25,25.854166666666668,59.887499999999996,22.395833333333332,10.004166666666666,378.5833333333333,92.375,24.958333333333332,35.833333333333336,0.0,87.41666666666667
2024-03-17,87.41666666666667,19.941666666666666,48.14166666666667,17.95,10.775,338.2083333333333,101.66666666666667,26.541666666666668,28.833333333333332,0.0,93.33333333333333
2024-03-18,93.33333333333333,22.179166666666664,49.19166666666666,20.858333333333334,12.808333333333332,390.0,106.0,26.508333333333336,36.5,0.0,71.20833333333333
2024-03-19,71.20833333333333,16.650000000000002,54.85833333333333,18.974999999999998,6.983333333333333,328.3333333333333,76.91666666666667,26.645833333333332,55.75,0.0,79.16666666666667
2024-03-20,79.16666666666667,22.90833333333333,72.42916666666666,25.683333333333334,9.316666666666666,440.7083333333333,84.79166666666667,25.837500000000002,66.41666666666667,0.0,78.0
2024-03-21,78.0,25.616666666666664,61.34166666666667,17.037499999999998,5.941666666666666,311.0416666666667,78.5,26.666666666666668,53.208333333333336,0.0,82.91666666666667
2024-03-22,82.91666666666667,23.916666666666668,56.0875,11.354166666666666,5.108333333333333,266.8333333333333,90.41666666666667,26.325,69.66666666666667,0.0,74.45833333333333
2024-03-23,74.45833333333333,22.179166666666664,71.0125,13.125,5.416666666666667,253.41666666666666,76.375,25.958333333333332,80.75,0.0,74.58333333333333
